CourseNumber,Dept,YearTerm,Title,ACP,CS,HUM,NAT,QR,SBS
CHLH,421,2018-fa,Health Data Analysis,,,,,QR2,
CHP,396,2018-fa,Interdisciplinary Seminar ACP,ACP,,,,,
CLCV,114,2018-fa,Introduction to Greek Culture,,WCC,LA,,,
CLCV,115,2018-fa,Mythology of Greece and Rome,,WCC,LA,,,
CLCV,116,2018-fa,The Roman Achievement,,WCC,HP,,,
CLCV,120,2018-fa,The Classical Tradition,,WCC,LA,,,
CLCV,131,2018-fa,"Classical Archaeology, Greece",,WCC,HP,,,
CLCV,132,2018-fa,"Class Archaeology, Rome-Italy",,WCC,HP,,,
CLCV,160,2018-fa,Ancient Greek & Roman Religion,,WCC,HP,,,
CLCV,203,2018-fa,Ancient Philosophy,,,HP,,,
CLCV,220,2018-fa,Origins of Western Literature,,WCC,LA,,,
CLCV,221,2018-fa,The Heroic Tradition,,WCC,LA,,,
CLCV,222,2018-fa,The Tragic Spirit,,WCC,LA,,,
CLCV,223,2018-fa,"Myth,History,Fiction,Tradition",,WCC,,,,
CLCV,224,2018-fa,American Race and Ethnicity in the Classical Tradition,,US,LA,,,
CLCV,225,2018-fa,"Greco-Roman Demo, Econ, Cult",,WCC,HP,,,
CLCV,231,2018-fa,Development of Ancient Cities,,WCC,HP,,,
CLCV,240,2018-fa,Sex & Gender in Antiquity,,WCC,LA,,,
CLCV,323,2018-fa,The Comic Imagination,ACP,WCC,LA,,,
CMN,102,2018-fa,Intro to Comm Theory & Res,,,,,,BSC
CMN,210,2018-fa,Public Comm in Everyday Life,,WCC,HP,,,
CMN,220,2018-fa,Communicating Public Policy,ACP,,,,,
CMN,230,2018-fa,Intro to Interpersonal Comm,,,,,,SS
CMN,231,2018-fa,Communication and Conflict,,,,,,BSC
CMN,232,2018-fa,Intro to Intercultural Comm,,NW,,,,SS
CMN,250,2018-fa,Social Movement Communication,,US,,,,
CMN,260,2018-fa,Intro to Health Communication,,WCC,,,,BSC
CMN,275,2018-fa,"Media, Money and Power",,WCC,HP,,,
CMN,277,2018-fa,Intro to Mediated Comm,,,,,,SS
CMN,280,2018-fa,Comm Technology & Society,,,,,,SS
CPSC,112,2018-fa,Introduction to Crop Sciences,,,,LS,,
CPSC,113,2018-fa,"Environment, Agric, & Society",,WCC,,LS,,
CPSC,116,2018-fa,The Global Food Production Web,,NW,,,,
CPSC,131,2018-fa,Agriculture in Mythology,,NW,,,,
CPSC,241,2018-fa,Intro to Applied Statistics,,,,,QR1,
CPSC,261,2018-fa,Biotechnology in Agriculture,,,,LS,,
CPSC,270,2018-fa,Applied Entomology,,,,LS,,
CS,101,2018-fa,Intro Computing: Engrg & Sci,,,,,QR2,
CS,102,2018-fa,Little Bits to Big Ideas,,,,,QR1,
CS,105,2018-fa,Intro Computing: Non-Tech,,,,,QR1,
CS,125,2018-fa,Intro to Computer Science,,,,,QR1,
CS,225,2018-fa,Data Structures,,,,,QR2,
CS,429,2018-fa,"Software Engineering II, ACP",ACP,,,,,
CS,493,2018-fa,"Senior Project II, ACP",ACP,,,,,
CS,499,2018-fa,Senior Thesis,ACP,,,,,
CW,100,2018-fa,Intro to Creative Writing,,,LA,,,
CW,243,2018-fa,Inter Expository Writing,ACP,,,,,
CWL,111,2018-fa,Bible as Literature,,,LA,,,
CWL,114,2018-fa,Global Consciousness and Lit,,NW,LA,,,
CWL,117,2018-fa,Russ & E Euro Science Fiction,,,LA,,,
CWL,151,2018-fa,Cross-Cultural Thematics,,,LA,,,
CWL,189,2018-fa,Lit of Asia & Africa I,,NW,LA,,,
CWL,190,2018-fa,Lit of Asia & Africa II,,NW,LA,,,
CWL,201,2018-fa,Comparative Lit Studies,,,LA,,,
CWL,202,2018-fa,Literature and Ideas,,WCC,LA,,,
CWL,205,2018-fa,Islam & West Through Lit,,,LA,,,
CWL,207,2018-fa,Indian Cinema in Context,,NW,LA,,,
CWL,208,2018-fa,Cultures & Literatures of South Asia,,NW,LA,,,
CWL,209,2018-fa,Jewish American and US Minority Literatures in Dialogue,,US,LA,,,
CWL,210,2018-fa,Intro to Mod African Lit,,NW,LA,,,
CWL,215,2018-fa,"Madness, Myth, and Murder",,,LA,,,
CWL,216,2018-fa,Legends of King Arthur,,WCC,LA,,,
CWL,220,2018-fa,Origins of Western Literature,,WCC,LA,,,
CWL,221,2018-fa,Jewish Storytelling,,WCC,LA,,,
CWL,223,2018-fa,The Qur'an (Koran),,NW,LA,,,
CWL,225,2018-fa,Constr Afr and Carib Identity,,NW,,,,
CWL,226,2018-fa,Humanist Persp of Afro-Am Exp,,US,LA,,,
CWL,227,2018-fa,Golden Age of Russian Lit,,,LA,,,
CWL,240,2018-fa,Italy Middle Ages & Renaiss,,,LA,,,
CWL,241,2018-fa,Early Masterpieces of Western Culture,ACP,WCC,LA,,,
CWL,242,2018-fa,Modern Masterpieces of Western Culture,,WCC,LA,,,
CWL,249,2018-fa,Russian Lit and Revolution,,,LA,,,
CWL,250,2018-fa,Grimms' Fairy Tales - ACP,ACP,WCC,LA,,,
CWL,251,2018-fa,Viking Mythology,,WCC,HP,,,
CWL,252,2018-fa,Viking Sagas in Translation,,WCC,LA,,,
CWL,253,2018-fa,Medieval Lit and Culture,,WCC,LA,,,
CWL,254,2018-fa,Grimm's Fairy Tales in Context,,WCC,LA,,,
CWL,255,2018-fa,Renaissance Lit and Culture,,WCC,LA,,,
CWL,257,2018-fa,Enlightenment Lit and Culture,,WCC,LA,,,
CWL,259,2018-fa,Afro-American Literature I,,US,,,,
CWL,260,2018-fa,Afro-American Literature II,,US,,,,
CWL,262,2018-fa,Sex & Gender in Antiquity,,WCC,LA,,,
CWL,263,2018-fa,The Heroic Tradition,,WCC,LA,,,
CWL,264,2018-fa,The Tragic Spirit,,WCC,LA,,,
CWL,266,2018-fa,Modern Drama II,,,LA,,,
CWL,267,2018-fa,The Short Story,,,LA,,,
CWL,269,2018-fa,"Brit, Amer & Contin Fiction",,,LA,,,
CWL,271,2018-fa,The Holocaust in Context - ACP,ACP,WCC,LA,,,
CWL,272,2018-fa,Sexuality and Literature,,,LA,,,
CWL,273,2018-fa,The Holocaust in Context,,WCC,LA,,,
CWL,275,2018-fa,Masterpieces of East Asian Lit,,NW,LA,,,
CWL,276,2018-fa,Asian Film Genres,,NW,LA,,,
CWL,282,2018-fa,Arctic Narratives,,WCC,LA,,,
CWL,283,2018-fa,Jewish Sacred Literature,,,LA,,,
CWL,284,2018-fa,Modern Jewish Literature,,,LA,,,
CWL,307,2018-fa,Classical Chinese Lit,,NW,LA,,,
CWL,308,2018-fa,Chinese Popular Lit,,NW,LA,,,
CWL,311,2018-fa,Japan Lit in Translation I,,NW,LA,,,
CWL,312,2018-fa,Japan Lit in Translation II,,NW,LA,,,
CWL,320,2018-fa,Lit Responses to the Holocaust,,WCC,LA,,,
CWL,322,2018-fa,The Comic Imagination,ACP,WCC,LA,,,
CWL,400,2018-fa,African Diasporic Lit Americas,,US,,,,
DANC,100,2018-fa,Intro to Contemporary Dance,,WCC,LA,,,
DANC,200,2018-fa,Explore Music through Dance,,,LA,,,
DANC,340,2018-fa,Dancing Black Popular Culture,,US,HP,,,
DANC,345,2018-fa,Dance Anatomy and Kinesiology,,,,LS,,
DANC,441,2018-fa,Dance History Seminar,ACP,,,,,
EALC,114,2018-fa,Introduction to East Asian Art,,NW,,,,
EALC,120,2018-fa,East Asian Civilizations,,NW,HP,,,
EALC,122,2018-fa,History East Asian Religions,,NW,HP,,,
EALC,130,2018-fa,The Chinese Language,,NW,,,,SS
EALC,132,2018-fa,Zen,,NW,HP,,,
EALC,220,2018-fa,Traditional China,,NW,HP,,,
EALC,221,2018-fa,Modern China,,NW,,,,
EALC,222,2018-fa,Chinese Thght Confucius to Mao,,NW,HP,,,
EALC,226,2018-fa,Premodern Japanese History,,NW,HP,,,
EALC,227,2018-fa,Modern Japanese History,,NW,HP,,,
EALC,240,2018-fa,Chinese Civilization,,NW,,,,
EALC,250,2018-fa,Intro to Japanese Culture,,NW,,,,SS
EALC,275,2018-fa,Masterpieces of East Asian Lit,,NW,LA,,,
EALC,276,2018-fa,Asian Film Genres,,NW,LA,,,
EALC,285,2018-fa,Intro to Korea Through Film,,NW,,,,
EALC,287,2018-fa,Introduction to Buddhism,,NW,HP,,,
EALC,305,2018-fa,Japan Lit in Translation I,,NW,LA,,,
EALC,306,2018-fa,Japan Lit in Translation II,,NW,LA,,,
EALC,307,2018-fa,Classical Chinese Lit,,NW,LA,,,
EALC,308,2018-fa,Chinese Popular Lit,,NW,LA,,,
EALC,361,2018-fa,Women in East Asia,,NW,,,,SS
EALC,365,2018-fa,Contemporary Korean Society,,NW,,,,SS
EALC,367,2018-fa,History of Korea,,NW,HP,,,
ECE,101,2018-fa,Exploring Digital Info Technol,,,,PS,QR2,
ECE,316,2018-fa,Ethics and Engineering,ACP,,HP,,,
ECE,445,2018-fa,Senior Design Project Lab,ACP,,,,,
ECE,496,2018-fa,Senior Research Project,ACP,,,,,
ECE,499,2018-fa,Senior Thesis,ACP,,,,,
ECON,101,2018-fa,Introduction to Economics,,,,,,SS
ECON,102,2018-fa,Microeconomic Principles,,,,,,SS
ECON,103,2018-fa,Macroeconomic Principles,,,,,,SS
ECON,202,2018-fa,Economic Statistics I,,,,,QR1,
ECON,210,2018-fa,Environmental Economics,,,,,,SS
ECON,451,2018-fa,Program Evaluation in Developing Economies,ACP,,,,,
EDUC,201,2018-fa,Identity and Difference in Education,,US,,,,
EDUC,202,2018-fa,"Social Justice, School & Society",ACP,,HP,,,
ENGL,101,2018-fa,Intro to Poetry,,,LA,,,
ENGL,102,2018-fa,Intro to Drama,,,LA,,,
ENGL,103,2018-fa,Intro to Fiction,,,LA,,,
ENGL,104,2018-fa,Intro to Film,,,LA,,,
ENGL,109,2018-fa,Intro to Fiction-ACP,ACP,,LA,,,
ENGL,110,2018-fa,Intro Lit Study for Non-Majors,,,LA,,,
ENGL,114,2018-fa,Bible as Literature,,,LA,,,
ENGL,115,2018-fa,Intro to British Literature,,WCC,LA,,,
ENGL,116,2018-fa,Introduction to American Literature,,WCC,LA,,,
ENGL,117,2018-fa,Shakespeare on Film,,,LA,,,
ENGL,122,2018-fa,"Swords, Sorcery & Sex: The Middle Ages in Popular Culture",,,LA,,,
ENGL,150,2018-fa,Black Literature in America,,US,LA,,,
ENGL,200,2018-fa,Intro to the Study of Lit,,,LA,,,
ENGL,202,2018-fa,Medieval Lit and Culture,,WCC,LA,,,
ENGL,204,2018-fa,Renaissance Lit and Culture,,WCC,LA,,,
ENGL,206,2018-fa,Enlightenment Lit and Culture,,WCC,LA,,,
ENGL,207,2018-fa,Romantic Lit and Culture,,WCC,LA,,,
ENGL,208,2018-fa,Victorian Lit and Culture,,WCC,LA,,,
ENGL,209,2018-fa,British Lit to 1800,,WCC,LA,,,
ENGL,210,2018-fa,British Lit 1800 to Present,,WCC,LA,,,
ENGL,211,2018-fa,Intro to Mod African Lit,,NW,LA,,,
ENGL,213,2018-fa,Modernist Lit and Culture,,WCC,LA,,,
ENGL,216,2018-fa,Legends of King Arthur,,WCC,LA,,,
ENGL,218,2018-fa,Introduction to Shakespeare,,,LA,,,
ENGL,220,2018-fa,Literature and Science,,,LA,,,
ENGL,222,2018-fa,Jewish American and US Minority Literatures in Dialogue,,US,LA,,,
ENGL,223,2018-fa,Jewish Storytelling,,WCC,LA,,,
ENGL,225,2018-fa,Intro to Latina/o Literature,,US,LA,,,
ENGL,241,2018-fa,Beginnings of Modern Poetry,,WCC,,,,
ENGL,244,2018-fa,Modern Drama II,,,LA,,,
ENGL,245,2018-fa,The Short Story,,,LA,,,
ENGL,247,2018-fa,The British Novel,,WCC,LA,,,
ENGL,248,2018-fa,"Brit, Amer & Contin Fiction",,,LA,,,
ENGL,250,2018-fa,Nineteenth-Century American Fiction,,WCC,LA,,,
ENGL,251,2018-fa,The American Novel Since 1914,,WCC,LA,,,
ENGL,253,2018-fa,Topics in Lit and New Media,,,LA,,,
ENGL,255,2018-fa,Early American Literature and Culture,,WCC,LA,,,
ENGL,256,2018-fa,Survey of American Lit II,,WCC,LA,,,
ENGL,259,2018-fa,Afro-American Literature I,,US,,,,
ENGL,260,2018-fa,Afro-American Literature II,,US,,,,
ENGL,265,2018-fa,Intro to American Indian Lit,,US,LA,,,
ENGL,266,2018-fa,Grimm's Fairy Tales in Context,,WCC,LA,,,
ENGL,267,2018-fa,Grimms' Fairy Tales - ACP,ACP,WCC,LA,,,
ENGL,268,2018-fa,The Holocaust in Context - ACP,ACP,WCC,LA,,,
ENGL,269,2018-fa,The Holocaust in Context,,WCC,LA,,,
ENGL,270,2018-fa,American Film Genres,,,LA,,,
ENGL,272,2018-fa,Minority Images in Amer Film,,US,LA,,,
ENGL,274,2018-fa,Literature and Society,,,LA,,,
ENGL,275,2018-fa,Am Indian and Indigenous Film,,US,LA,,,
ENGL,276,2018-fa,Asian Film Genres,,NW,LA,,,
ENGL,283,2018-fa,Jewish Sacred Literature,,,LA,,,
ENGL,284,2018-fa,Modern Jewish Literature,,,LA,,,
ENGL,285,2018-fa,Postcolonial Lit in English,,NW,LA,,,
ENGL,286,2018-fa,Asian American Literature,,US,LA,,,
ENGL,300,2018-fa,Writing About Lit Text&Culture,ACP,,,,,
ENGL,330,2018-fa,Slavery and Identity,,US,LA,,,
ENGL,359,2018-fa,Lit Responses to the Holocaust,,WCC,LA,,,
ENGL,360,2018-fa,Environmental Writing,ACP,,,,,
ENGL,477,2018-fa,Advanced Environmental Writing,ACP,,,,,
ENSU,301,2018-fa,Soc Impacts Weather & Climate,,,,,,SS
ENVS,101,2018-fa,Introduction to Energy Sources,,,,PS,QR2,
ENVS,210,2018-fa,Environmental Economics,,,,,,SS
ENVS,220,2018-fa,Communicating Agriculture,ACP,,,,,
EPOL,350,2018-fa,Social Learning and Knowledge,ACP,,,,,SS
EPS,202,2018-fa,Foundations of Education-ACP,ACP,,,,,
EPS,310,2018-fa,Race and Cultural Diversity,ACP,US,,,,
EPS,380,2018-fa,Education and Social Justice,,US,HP,,,
EPS,402,2018-fa,Asian American Education,ACP,US,,,,
EPS,403,2018-fa,European Education to 1600,ACP,WCC,HP,,,
EPS,404,2018-fa,European Education since 1600,ACP,WCC,HP,,,
EPSY,201,2018-fa,Educational Psychology,,,,,,BSC
EPSY,202,2018-fa,Exploring Cultural Diversity,,US,,,,
EPSY,220,2018-fa,Career Theory and Practice,,,,,,BSC
EPSY,222,2018-fa,Language & Culture of Deaf Communities,,US,,,,SS
EPSY,280,2018-fa,Elements of Statistics,,,,,QR1,
ESE,103,2018-fa,Earth's Physical Systems,,,,PS,,
ESE,104,2018-fa,Geology of the National Parks,,,,PS,,
ESE,106,2018-fa,Geographies of Globalization,,NW,,,,SS
ESE,111,2018-fa,Emergence of Life,,,,LS,,
ESE,117,2018-fa,The Oceans,,,,PS,,
ESE,118,2018-fa,Natural Disasters,,,,PS,,
ESE,120,2018-fa,Severe and Hazardous Weather,,,,PS,QR2,
ESE,140,2018-fa,Climate and Global Change,,,,PS,,
ESE,143,2018-fa,History of Life,,,,LS,,
ESE,202,2018-fa,American Environmental History,,WCC,HP,,,
ESE,208,2018-fa,History of the Earth System,,,,PS,,
ESE,210,2018-fa,Social & Environmental Issues,,,,,,SS
ESE,215,2018-fa,Resource Conflicts,,,,,,SS
ESE,254,2018-fa,"American People, Places, & Environments",,US,,,,SS
ESE,287,2018-fa,Environment and Society,,WCC,,,,SS
ESE,360,2018-fa,Environmental Writing,ACP,,,,,
ESE,380,2018-fa,GIS II: Spatial Prob Solving,,,,,QR2,
ESE,465,2018-fa,Transportation & Sustainability,ACP,,,,,
ESE,477,2018-fa,Advanced Environmental Writing,ACP,,,,,
EURO,240,2018-fa,Arctic Narratives,,WCC,LA,,,
FAA,110,2018-fa,Exploring Arts and Creativity,,,LA,,,
FAA,220,2018-fa,Introduction to Fashion,,,LA,,,
FR,156,2018-fa,Exploring Paris,,WCC,LA,,,
FR,195,2018-fa,French Intellectual Tradition,,,HP,,,
FR,240,2018-fa,Constr Afr and Carib Identity,,NW,,,,
FSHN,101,2018-fa,Intro Food Science & Nutrition,,,,PS,,
FSHN,120,2018-fa,Contemporary Nutrition,,,,LS,,
GCL,101,2018-fa,Introduction to Energy Sources,,,,PS,QR2,
GCL,124,2018-fa,Sustainable Earth,,,,PS,,
GCL,125,2018-fa,Health and Wellness in Life Sciences,,,,LS,,
GCL,126,2018-fa,Sustainability and Social Science,,,,,,SS
GCL,127,2018-fa,History and Philosophy of Sustainable Design,,,HP,,,
GCL,128,2018-fa,Sustainability in Fiction,,,LA,,,
GCL,129,2018-fa,Sustainable Design,,NW,LA,,,
GCL,137,2018-fa,Documenting Inequality,,US,LA,,,
GCL,143,2018-fa,Mapping Inequalities,,US,,,QR2,SS
GCL,144,2018-fa,"Stereotypes, Prejudice & Discrimination",,US,,,,BSC
GCL,145,2018-fa,Social Justice and the Arts,,US,LA,,,
GCL,146,2018-fa,Fundamental Causes of Disease: The HIV/AIDS Pandemic,,,,,,SS
GCL,147,2018-fa,Social Justice in the Social Sciences,,US,,,,SS
GCL,148,2018-fa,Historical Perspectives on Social Justice,,,HP,,,
GCL,185,2018-fa,"Health, Wellness, and the Black Experience",,US,,,,SS
GCL,186,2018-fa,Health and Society,,,,,,SS
GCL,187,2018-fa,"Morality, Methods, and Medicine: Formal and Philosophical Approaches to Health in Society",,,HP,,QR2,
GCL,188,2018-fa,Health and Wellness in Literature,,,LA,,,
GCL,195,2018-fa,Fictions of Equality,,WCC,LA,,,
GCL,200,2018-fa,Frameworks for Inequality,,US,HP,,,
GCL,201,2018-fa,Frameworks for Inequality & Cultural Understanding - ACP,ACP,US,HP,,,
GCL,210,2018-fa,"Frameworks for Sustainability, Energy, & the Environment",,WCC,HP,,,
GCL,220,2018-fa,Frameworks for Health & Wellness: Building Healthy Communities,,WCC,HP,,,
GEOG,100,2018-fa,Introduction to Meteorology,,,,PS,,
GEOG,101,2018-fa,Global Development&Environment,,NW,,,,SS
GEOG,103,2018-fa,Earth's Physical Systems,,,,PS,,
GEOG,104,2018-fa,Social and Cultural Geography,,,,,,SS
GEOG,105,2018-fa,The Digital Earth,,,,,,SS
GEOG,106,2018-fa,Geographies of Globalization,,NW,,,,SS
GEOG,204,2018-fa,Cities of the World,,WCC,,,,SS
GEOG,210,2018-fa,Social & Environmental Issues,,,,,,SS
GEOG,215,2018-fa,Resource Conflicts,,,,,,SS
GEOG,221,2018-fa,Geographies of Global Conflict,,,,,,SS
GEOG,224,2018-fa,Geog Patterns of Illinois,,,,,,SS
GEOG,254,2018-fa,"American People, Places, & Environments",,US,,,,SS
GEOG,280,2018-fa,Intro to Social Statistics,,,,,QR1,
GEOG,287,2018-fa,Environment and Society,,WCC,,,,SS
GEOG,371,2018-fa,Spatial Analysis,,,,,QR2,
GEOG,380,2018-fa,GIS II: Spatial Prob Solving,,,,,QR2,
GEOG,465,2018-fa,Transportation & Sustainability,ACP,,,,,
GEOL,100,2018-fa,Planet Earth,,,,PS,,
GEOL,103,2018-fa,Planet Earth QRII,,,,PS,QR2,
GEOL,104,2018-fa,Geology of the National Parks,,,,PS,,
GEOL,107,2018-fa,Physical Geology,,,,PS,,
GEOL,111,2018-fa,Emergence of Life,,,,LS,,
GEOL,117,2018-fa,The Oceans,,,,PS,,
GEOL,118,2018-fa,Natural Disasters,,,,PS,,
GEOL,143,2018-fa,History of Life,,,,LS,,
GEOL,201,2018-fa,History of Geology,ACP,,HP,,,
GEOL,208,2018-fa,History of the Earth System,,,,PS,,
GER,201,2018-fa,German Popular Culture,,WCC,LA,,,
GER,205,2018-fa,Germany and Europe,,WCC,HP,,,
GER,250,2018-fa,Grimms' Fairy Tales - ACP,ACP,WCC,LA,,,
GER,251,2018-fa,Grimm's Fairy Tales in Context,,WCC,LA,,,
GER,260,2018-fa,The Holocaust in Context - ACP,ACP,WCC,LA,,,
GER,261,2018-fa,The Holocaust in Context,,WCC,LA,,,
GER,270,2018-fa,Sexuality and Literature,,,LA,,,
GER,331,2018-fa,Intro to German Literature,,,LA,,,
GLBL,100,2018-fa,Intro to Global Studies,,WCC,,,,SS
GLBL,118,2018-fa,Natural Disasters,,,,PS,,
GLBL,215,2018-fa,Resource Conflicts,,,,,,SS
GLBL,221,2018-fa,Geographies of Global Conflict,,,,,,SS
GLBL,228,2018-fa,"Terrorism, Past and Present",,,HP,,,
GLBL,250,2018-fa,Development,,NW,,,,
GLBL,280,2018-fa,Nuclear Weapons & Arms Control,ACP,,,,,
GLBL,357,2018-fa,Ethnic Conflict,ACP,,,,,
GLBL,392,2018-fa,Int Diplomacy and Negotiation,ACP,,,,,
GLBL,481,2018-fa,Writing on Technol & Security,ACP,,,,,
GWS,100,2018-fa,Intro Gender & Women's Studies,,,,,,SS
GWS,103,2018-fa,Black Women in the Diaspora,,US,,,,
GWS,201,2018-fa,"Race, Gender & Power",,WCC,,,,
GWS,202,2018-fa,Sexualities,,WCC,,,,
GWS,215,2018-fa,US Citizenship Comparatively,,US,HP,,,
GWS,225,2018-fa,Women in Prehistory,,,,,,SS
GWS,240,2018-fa,Sex & Gender in Antiquity,,WCC,LA,,,
GWS,245,2018-fa,"Wives, Workers and Witches in Pre-Modern Europe",,WCC,HP,,,
GWS,250,2018-fa,Gender and Representation,,,,,,SS
GWS,261,2018-fa,Gender in a Transnational Perspective,,,,,,SS
GWS,262,2018-fa,Women's Lives,,,,,,SS
GWS,263,2018-fa,US History of Medicine,,WCC,HP,,,
GWS,270,2018-fa,Sexuality and Literature,,,LA,,,
GWS,285,2018-fa,US Gender History to 1877,,,HP,,,
GWS,286,2018-fa,US Gender History Since 1877,,,HP,,,
GWS,287,2018-fa,African-American Women,,US,HP,,,
GWS,288,2018-fa,Global Islam and Feminisms,,NW,,,,
GWS,305,2018-fa,"Theories of Race, Gender, and Sexuality",ACP,,,,,
GWS,334,2018-fa,Brazilian Women's Lit Trans,,WCC,LA,,,
GWS,356,2018-fa,Sex & Gender in Popular Media,,WCC,,,,
GWS,361,2018-fa,Women in East Asia,,NW,,,,SS
GWS,380,2018-fa,Black Women Hist & Cultures,,NW,,,,
GWS,382,2018-fa,Black Women & Popular Culture,,US,,,,
GWS,392,2018-fa,Chicanas&Latinas: Self&Society,ACP,,,,,
GWS,498,2018-fa,Senior Seminar,ACP,,,,,
HDFS,105,2018-fa,Intro to Human Development,,,,,,BSC
HDFS,120,2018-fa,Intro to Family Studies,,,,,,SS
HDFS,140,2018-fa,Intro Gender & Women's Studies,,,,,,SS
HDFS,143,2018-fa,Biology of Human Behavior,,,,LS,,
HDFS,220,2018-fa,Families in Global Perspective,,NW,,,,SS
HDFS,221,2018-fa,Asian Families in America,,US,,,,SS
HDFS,225,2018-fa,Close Relationships,,,,,,SS
HDFS,259,2018-fa,Motor Development and Control,,,,,,BSC
HDFS,262,2018-fa,"Motor Develop, Growth & Form",,,,,,BSC
HDFS,263,2018-fa,"Diversity in Recreation, Sport, and Tourism",,US,,,,
HDFS,290,2018-fa,Intro to Research Methods,ACP,,,,,
HDFS,322,2018-fa,US Latina and Latino Families,,US,,,,
HIST,100,2018-fa,Global History,,NW,HP,,,
HIST,101,2018-fa,History Now!,,,HP,,,
HIST,104,2018-fa,Black Music,,US,HP,,,
HIST,105,2018-fa,Latin America to Independence,,NW,HP,,,
HIST,106,2018-fa,Modern Latin America,,NW,HP,,,
HIST,110,2018-fa,History of Africa,,NW,HP,,,
HIST,120,2018-fa,East Asian Civilizations,,NW,HP,,,
HIST,130,2018-fa,History of South Asia,,NW,HP,,,
HIST,135,2018-fa,History of Islamic Middle East,,NW,HP,,,
HIST,140,2018-fa,Western Civ to 1660-ACP,ACP,WCC,HP,,,
HIST,141,2018-fa,Western Civ to 1660,,WCC,HP,,,
HIST,142,2018-fa,Western Civ Since 1660,,WCC,HP,,,
HIST,143,2018-fa,Western Civ Since 1660-ACP,ACP,WCC,HP,,,
HIST,164,2018-fa,The Automobile,,WCC,HP,,,
HIST,168,2018-fa,A History of Judaism,ACP,,HP,,,
HIST,170,2018-fa,US Hist to 1877-ACP,ACP,WCC,HP,,,
HIST,171,2018-fa,US Hist to 1877,,WCC,HP,,,
HIST,172,2018-fa,US Hist Since 1877,,WCC,HP,,,
HIST,173,2018-fa,US Hist Since 1877-ACP,ACP,WCC,HP,,,
HIST,174,2018-fa,"Black America, 1619-Present",,US,HP,,,
HIST,202,2018-fa,American Environmental History,,WCC,HP,,,
HIST,203,2018-fa,Reacting to the Past,,,HP,,,
HIST,205,2018-fa,LatAm Hist: Primary Accounts,,NW,HP,,,
HIST,207,2018-fa,Publishing the Past,,,HP,,,
HIST,211,2018-fa,History of Southern Africa,,NW,HP,,,
HIST,212,2018-fa,History of Eastern Africa,,NW,HP,,,
HIST,213,2018-fa,African Muslim Cultures,,NW,HP,,,
HIST,219,2018-fa,History of the Prison,,WCC,HP,,,
HIST,220,2018-fa,Traditional China,,NW,HP,,,
HIST,221,2018-fa,Modern China,,NW,,,,
HIST,222,2018-fa,Chinese Thght Confucius to Mao,,NW,HP,,,
HIST,225,2018-fa,Southeast Asian Civilizations,,NW,HP,,,
HIST,226,2018-fa,Premodern Japanese History,,NW,HP,,,
HIST,227,2018-fa,Modern Japanese History,,NW,HP,,,
HIST,241,2018-fa,History of Ancient Rome,,WCC,HP,,,
HIST,245,2018-fa,"Wives, Workers and Witches in Pre-Modern Europe",,WCC,HP,,,
HIST,247,2018-fa,Medieval Europe,,WCC,HP,,,
HIST,252,2018-fa,The Holocaust,,WCC,HP,,,
HIST,253,2018-fa,Enlightenment to Existentialsm,,WCC,HP,,,
HIST,254,2018-fa,Vikings to Volvos: Scandinavia,,WCC,LA,,,
HIST,255,2018-fa,British Isles to 1688,,WCC,HP,,,
HIST,256,2018-fa,Britain and World Since 1688,,WCC,HP,,,
HIST,257,2018-fa,"Terrorism, Past and Present",,,HP,,,
HIST,258,2018-fa,20thC World to Midcentury,,WCC,HP,,,
HIST,259,2018-fa,20thC World from Midcentury,,WCC,HP,,,
HIST,260,2018-fa,History of Russia,,WCC,HP,,,
HIST,261,2018-fa,Intro Russian-Jewish Culture,,WCC,HP,,,
HIST,263,2018-fa,US History of Medicine,,WCC,HP,,,
HIST,264,2018-fa,Technology in Western Society,,WCC,HP,,,
HIST,265,2018-fa,Science in Western Civ,,WCC,HP,,,
HIST,269,2018-fa,Jewish History Since 1700,,WCC,HP,,,
HIST,270,2018-fa,United States History to 1815,,WCC,HP,,,
HIST,271,2018-fa,Nineteenth Century America,,WCC,HP,,,
HIST,272,2018-fa,Twentieth Century America,,WCC,HP,,,
HIST,273,2018-fa,Illinois History,,,HP,,,
HIST,274,2018-fa,US & World Since 1917,,WCC,HP,,,
HIST,275,2018-fa,Afro-American History to 1877,,US,HP,,,
HIST,276,2018-fa,Afro-American Hist Since 1877,,US,HP,,,
HIST,277,2018-fa,Encounters in Native America,,US,HP,,,
HIST,278,2018-fa,Native American History,,US,HP,,,
HIST,279,2018-fa,Mexican-American History,,US,HP,,,
HIST,280,2018-fa,Caribbean Latina/o Migration,,US,HP,,,
HIST,281,2018-fa,Constructing Race in America,,US,HP,,,
HIST,283,2018-fa,Asian American History,,US,HP,,,
HIST,284,2018-fa,Af Am Urban Hist Since 1917,,US,HP,,,
HIST,285,2018-fa,US Gender History to 1877,,,HP,,,
HIST,286,2018-fa,US Gender History Since 1877,,,HP,,,
HIST,287,2018-fa,African-American Women,,US,HP,,,
HIST,288,2018-fa,American Indians of Illinois,,US,HP,,,
HIST,289,2018-fa,History of Religion in America,,,HP,,,
HIST,290,2018-fa,"Religion, Violence & America",,WCC,,,,
HIST,293,2018-fa,The President and the People,,WCC,HP,,,
HIST,325,2018-fa,History of Korea,,NW,HP,,,
